1.403715535462143e+18,0.02207007,-0.008024517,0.01516931,0.002715387,-0.002221135,0.01058602,0.9999378
1.4037155355121431e+18,0.04065131,-0.01337334,0.03382615,0.009500054,-0.00346669,0.01855038,0.9997768
1.403715535562143e+18,0.06012358,-0.01769654,0.05338585,0.0185614,-0.004228197,0.02228359,0.9995704
1.4037155356121431e+18,0.07758894,-0.021667,0.07386791,0.03012766,-0.004101824,0.02319045,0.9992686
1.403715535662143e+18,0.09697305,-0.02597395,0.09382886,0.03838293,-0.005231901,0.02188866,0.9990097
1.4037155357121431e+18,0.1160312,-0.03120435,0.1135047,0.04356049,-0.007590652,0.01767843,0.9988655
1.403715535762143e+18,0.1393357,-0.03964303,0.1326381,0.04586523,-0.01367609,0.01274067,0.9987728
1.4037155358121431e+18,0.1594367,-0.04588548,0.1537551,0.04873469,-0.01822414,0.00320583,0.9986404
1.403715535862143e+18,0.1824901,-0.05023157,0.1737062,0.0508866,-0.0249103,-0.008466412,0.9983578
1.4037155359121431e+18,0.1997745,-0.05502178,0.195588,0.04890744,-0.03073547,-0.01829691,0.9981626
1.403715535962143e+18,0.2173457,-0.0577664,0.216796,0.04701141,-0.03813751,-0.02852971,0.9977583
1.4037155360121431e+18,0.2357721,-0.06462819,0.2372663,0.04132431,-0.04600308,-0.0351446,0.9974672
1.403715536062143e+18,0.2562653,-0.07298128,0.2573885,0.03491872,-0.05424353,-0.04173175,0.997044
1.4037155361121431e+18,0.2730619,-0.07795312,0.2786473,0.03027015,-0.06071286,-0.04629446,0.9966215
1.403715536162143e+18,0.2892516,-0.08277766,0.3010104,0.0266791,-0.06641417,-0.0508474,0.9961385
1.4037155362121431e+18,0.3063531,-0.09121208,0.322802,0.0221992,-0.07090265,-0.05760278,0.9955712
1.403715536262143e+18,0.3238279,-0.1003057,0.3446443,0.01901408,-0.07557611,-0.063747,0.9949186
1.4037155363121431e+18,0.3386331,-0.1055789,0.3671674,0.02016055,-0.07900249,-0.07065623,0.9941629
1.403715536362143e+18,0.3486941,-0.1156124,0.3910605,0.02201412,-0.07990727,-0.07739983,0.993549
