1.4036365918635556e+18,0.008860563,-0.007052371,0.0121839,0.03096606,0.01602266,0.003485689,0.999386
1.4036365919135555e+18,0.01149278,-0.01009183,0.01540843,0.03667655,0.02063702,0.005846079,0.999097
1.4036365919635556e+18,0.01421832,-0.01309262,0.01892213,0.03691892,0.02377133,0.009780695,0.9989877
1.4036365920135555e+18,0.01777438,-0.01630318,0.02273665,0.03347932,0.0276999,0.01349102,0.9989644
1.4036365920635556e+18,0.02262053,-0.02064645,0.02936745,0.02991329,0.03242309,0.01864633,0.9988525
1.4036365921135555e+18,0.02873351,-0.02646385,0.03760087,0.02580382,0.03672031,0.02329781,0.9987207
1.4036365921635556e+18,0.03461454,-0.03210555,0.04678573,0.02184028,0.0410068,0.02778613,0.9985336
1.4036365922135555e+18,0.04031115,-0.03830412,0.05626266,0.01697249,0.04421391,0.03052391,0.9984115
1.4036365922635556e+18,0.0457261,-0.04533725,0.06643699,0.01220551,0.04571413,0.03180835,0.9983734
1.4036365923135555e+18,0.04946304,-0.05333092,0.07621249,0.007621535,0.04544678,0.03263919,0.9984043
1.4036365923635556e+18,0.05100398,-0.06167258,0.08757067,0.004090313,0.0431249,0.03459066,0.9984623
1.4036365924135555e+18,0.05194381,-0.07303491,0.1012306,0.0008020929,0.0382645,0.03390959,0.9986918
1.4036365924635556e+18,0.04820364,-0.08362009,0.1131171,0.0002243949,0.033255,0.03251627,0.9989178
1.4036365925135555e+18,0.04200463,-0.0934976,0.1254738,0.003168015,0.02659879,0.02900614,0.9992203
1.4036365925635556e+18,0.03388596,-0.1039848,0.1370257,0.00756678,0.01949937,0.02453147,0.9994802
1.4036365926135555e+18,0.02347168,-0.1121249,0.1467832,0.01263258,0.01150624,0.01894073,0.9996746
1.4036365926635556e+18,0.01083479,-0.1203444,0.1584676,0.01675098,0.004221877,0.01220869,0.9997762
1.4036365927135555e+18,-0.003434887,-0.1278051,0.1686848,0.01913614,-0.004360434,0.005845952,0.9997903
1.4036365927635556e+18,-0.02111458,-0.1333858,0.1778135,0.02014497,-0.01466615,-0.0006823919,0.9996893
1.4036365928135555e+18,-0.04116268,-0.1383716,0.1845346,0.01959534,-0.0270638,-0.006226701,0.9994223
1.4036365928635556e+18,-0.06419741,-0.1404908,0.1892521,0.01797716,-0.0411985,-0.01157408,0.9989222
1.4036365929135555e+18,-0.08928424,-0.1399428,0.1910082,0.01519535,-0.05476943,-0.01753884,0.9982293
1.4036365929635556e+18,-0.1157198,-0.137555,0.18935,0.01183677,-0.06851372,-0.02362723,0.9973001
1.4036365930135555e+18,-0.1453699,-0.1326721,0.1829249,0.008757032,-0.08195131,-0.02976744,0.9961532
1.4036365930635556e+18,-0.1749657,-0.125826,0.1748465,0.00592107,-0.09487814,-0.03619796,0.994813
1.4036365931135555e+18,-0.2036782,-0.1171564,0.1625112,0.003959121,-0.1069886,-0.04325984,0.9933108
1.4036365931635556e+18,-0.2333909,-0.1061192,0.1496082,0.002792064,-0.1193882,-0.04747364,0.9917081
1.4036365932135555e+18,-0.2614541,-0.09521444,0.1317952,0.001644535,-0.1307908,-0.04954442,0.9901699
1.4036365932635556e+18,-0.2862172,-0.08243017,0.1141032,0.000548184,-0.1428078,-0.04997107,0.988488
1.4036365933135555e+18,-0.3079965,-0.06900861,0.09408253,-0.001897795,-0.1507289,-0.05166138,0.9872226
1.4036365933635556e+18,-0.3260262,-0.0539971,0.0760287,-0.004264242,-0.155082,-0.05360623,0.9864369
1.4036365934135555e+18,-0.3391722,-0.03871461,0.05615289,-0.006562059,-0.157569,-0.05444108,0.9859844
1.4036365934635556e+18,-0.3483916,-0.02210999,0.03711914,-0.007938205,-0.1569473,-0.05607897,0.9859816
1.4036365935135555e+18,-0.3529818,-0.004973798,0.01825811,-0.009443861,-0.1534565,-0.05492881,0.9865824
1.4036365935635556e+18,-0.3530794,0.01204323,0.0005100272,-0.01144756,-0.1498554,-0.05219847,0.9872627
1.4036365936135555e+18,-0.3495331,0.02899802,-0.01667763,-0.01534557,-0.1444539,-0.04740538,0.9882562
1.4036365936635556e+18,-0.341827,0.04392514,-0.03137367,-0.0201354,-0.1383531,-0.04111775,0.9893242
